sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
1061,saturation,low,"[60,26,42,50.0,0.0,0.0]",1560,60,26,42,50.0,0.0,rejected,True,False,0.8453577197271728,0.7517870243367712,0.5375494071146245,0.3434343434343434,0.06834356302223223,506,234,286,coverage_upper_bound
1062,saturation,low,"[60,26,43,50.0,0.0,0.0]",1560,60,26,43,50.0,0.0,rejected,True,False,0.827325839987466,0.7316531395015803,0.5875486381322957,0.4575757575757576,0.05571906277355739,514,212,146,coverage_upper_bound
1063,saturation,low,"[60,26,44,50.0,0.0,0.0]",1560,60,26,44,50.0,0.0,rejected,True,False,0.8435955271291542,0.7496282991507852,0.5738831615120275,0.4217171717171717,0.0711067237285334,582,248,210,coverage_upper_bound
1064,saturation,low,"[60,26,45,50.0,0.0,0.0]",1560,60,26,45,50.0,0.0,rejected,True,False,0.8354042036613575,0.7484510528037759,0.7569060773480663,0.34595959595959597,0.042968703789399175,362,88,430,coverage_upper_bound
1065,saturation,low,"[60,26,46,50.0,0.0,0.0]",1560,60,26,46,50.0,0.0,rejected,True,False,0.8530173452853729,0.7944915037209795,0.5278592375366569,0.45454545454545453,0.07975196552659405,682,322,110,coverage_upper_bound
1066,saturation,low,"[60,26,47,50.0,0.0,0.0]",1560,60,26,47,50.0,0.0,rejected,True,False,0.8307372570340837,0.7885809284306836,0.583941605839416,0.40404040404040403,0.04393854751158702,548,228,244,coverage_upper_bound
1067,saturation,low,"[60,26,48,50.0,0.0,0.0]",1560,60,26,48,50.0,0.0,rejected,True,False,0.8990724176483129,0.7853165875408296,0.49796747967479676,0.3712121212121212,0.08181552739728316,984,494,336,coverage_upper_bound
1068,saturation,low,"[60,26,49,50.0,0.0,0.0]",1560,60,26,49,50.0,0.0,rejected,True,False,0.8831863556336995,0.770067353957727,0.7181208053691275,0.4053030303030303,0.06541352429430863,596,168,460,coverage_upper_bound
1069,saturation,low,"[60,26,50,50.0,0.0,0.0]",1560,60,26,50,50.0,0.0,rejected,True,False,0.9222154670424862,0.8142935616659173,0.5987841945288754,0.4592074592074592,0.09303231201615525,1316,528,400,coverage_upper_bound
1070,saturation,low,"[60,26,51,50.0,0.0,0.0]",1560,60,26,51,50.0,0.0,rejected,True,False,0.923099096423676,0.8125864218112488,0.5233644859813084,0.4568764568764569,0.08991262365727343,1498,714,218,coverage_upper_bound
1071,saturation,low,"[60,26,52,50.0,0.0,0.0]",1560,60,26,52,50.0,0.0,rejected,True,False,0.93251151328943,0.8205269055802472,0.4509090909090909,0.37575757575757573,0.10102572773859304,1650,906,330,coverage_upper_bound
1072,saturation,low,"[60,26,53,50.0,0.0,0.0]",1560,60,26,53,50.0,0.0,rejected,True,False,0.9398423448628175,0.8348035437439396,0.6078167115902965,0.4019607843137255,0.060481598178807196,1484,582,760,coverage_upper_bound
1073,saturation,low,"[60,26,54,50.0,0.0,0.0]",1560,60,26,54,50.0,0.0,rejected,True,False,0.9593176180224069,0.8352745497822426,0.4124466137888957,0.40969696969696967,0.11094011838581548,3278,1926,22,coverage_upper_bound
1074,saturation,low,"[60,26,55,50.0,0.0,0.0]",1560,60,26,55,50.0,0.0,rejected,True,False,0.952585438787169,0.8251823939497408,0.475705329153605,0.4379509379509379,0.1124647375528805,2552,1338,220,coverage_upper_bound
1075,saturation,low,"[60,26,56,50.0,0.0,0.0]",1560,60,26,56,50.0,0.0,rejected,True,False,0.9738372936369011,0.8483967632299724,0.4751683501683502,0.4386169386169386,0.11952616205067478,4752,2494,396,coverage_upper_bound
1076,saturation,low,"[60,26,57,50.0,0.0,0.0]",1560,60,26,57,50.0,0.0,rejected,True,False,0.9622819828797081,0.8597425500702361,0.4813519813519814,0.46352413019079686,0.12624435701603365,3432,1780,132,coverage_upper_bound
1077,saturation,low,"[60,26,58,50.0,0.0,0.0]",1560,60,26,58,50.0,0.0,rejected,True,False,0.9799688189804844,0.8551409227599385,0.4581222056631893,0.4566250742721331,0.12831172335210306,6710,3636,22,coverage_upper_bound
1078,saturation,low,"[60,26,59,50.0,0.0,0.0]",1560,60,26,59,50.0,0.0,rejected,True,False,0.975290027179008,0.8562569018116152,0.49102710958381063,0.475240206947524,0.1325083234328845,5238,2666,174,coverage_upper_bound
1079,saturation,medium,"[30,52,11,50.0,0.0,0.0]",1560,30,52,11,50.0,0.0,rejected,True,False,0.9980636519237504,0.9510633401863599,0.8408706983927796,0.8408706983927796,0.07907842174269707,124314,19782,0,coverage_upper_bound
1080,saturation,medium,"[30,52,12,50.0,0.0,0.0]",1560,30,52,12,50.0,0.0,rejected,True,False,0.9971705698576557,0.9482500834572598,0.8207530927961829,0.8207530927961829,0.053980418735936814,81318,14576,0,coverage_upper_bound
1081,saturation,medium,"[30,52,19,50.0,0.0,0.0]",1560,30,52,19,50.0,0.0,rejected,True,False,0.9962467456392678,0.943266155246967,0.8208303236680081,0.8208303236680081,0.051087152928769655,58146,10418,0,coverage_upper_bound
1082,saturation,medium,"[30,52,17,50.0,0.0,0.0]",1560,30,52,17,50.0,0.0,rejected,True,False,0.996605736639637,0.9479732308816141,0.8219884111009454,0.8219884111009454,0.05417432451832615,65580,11674,0,coverage_upper_bound
1083,saturation,medium,"[30,52,20,50.0,0.0,0.0]",1560,30,52,20,50.0,0.0,rejected,True,False,0.9996212743170518,0.9456191895102708,0.8436682058104853,0.8436682058104853,0.06534208481324157,229998,35956,0,coverage_upper_bound
1084,saturation,medium,"[30,52,16,50.0,0.0,0.0]",1560,30,52,16,50.0,0.0,rejected,True,False,0.9983204615051772,0.9479402864425336,0.8328225516993844,0.8328225516993844,0.05499383160816139,144876,24220,0,coverage_upper_bound
1085,saturation,medium,"[30,52,13,50.0,0.0,0.0]",1560,30,52,13,50.0,0.0,rejected,True,False,0.9986411739277641,0.9480311807636325,0.8398097184228163,0.8398097184228163,0.06578521796681633,182046,29162,0,coverage_upper_bound
1086,saturation,medium,"[39,40,35,50.0,0.0,0.0]",1560,39,40,35,50.0,0.0,verified,False,True,0.9996991330205812,0.9829207055535023,0.8155749115061847,0.8155749115061847,0.07934534646912697,251430,46370,0,coverage_pass
1087,saturation,medium,"[30,52,14,50.0,0.0,0.0]",1560,30,52,14,50.0,0.0,rejected,True,False,0.997616138542297,0.9461172322443072,0.8177045325549339,0.8177045325549339,0.05856637420701305,98664,17986,0,coverage_upper_bound
1088,saturation,medium,"[30,52,18,50.0,0.0,0.0]",1560,30,52,18,50.0,0.0,rejected,True,False,0.9990263801889981,0.9490461767070932,0.8416141256278553,0.8416141256278553,0.0637294529662211,246474,39038,0,coverage_upper_bound
1089,saturation,medium,"[30,52,15,50.0,0.0,0.0]",1560,30,52,15,50.0,0.0,rejected,True,False,0.9984508189075848,0.9463637483121272,0.8270981939596297,0.8270981939596297,0.05621418095473634,158136,27342,0,coverage_upper_bound
1090,saturation,medium,"[39,40,36,50.0,0.0,0.0]",1560,39,40,36,50.0,0.0,verified,False,True,0.9999999999992907,0.9798116935798967,0.8141669649604264,0.8141669649604264,0.08058117484159233,251430,46724,0,coverage_pass
1091,saturation,medium,"[39,40,37,50.0,0.0,0.0]",1560,39,40,37,50.0,0.0,verified,False,True,0.9999754653525478,0.97998448777705,0.812512428906654,0.812512428906654,0.07331601669229554,251430,47140,0,coverage_pass
1092,saturation,medium,"[40,39,38,50.0,0.0,0.0]",1560,40,39,38,50.0,0.0,verified,False,True,0.9993318931786879,0.9741449115047827,0.8147476434792984,0.8147476434792984,0.07880627521667125,251430,46578,0,coverage_pass
1093,saturation,medium,"[40,39,1,50.0,0.0,0.0]",1560,40,39,1,50.0,0.0,rejected,True,False,0.9986270720291451,0.9685802285195935,0.8103171172369457,0.8103171172369457,0.07369255244393999,180438,34226,0,coverage_upper_bound
1094,saturation,medium,"[30,52,21,50.0,0.0,0.0]",1560,30,52,21,50.0,0.0,rejected,True,False,0.9968401161750599,0.9430108860425978,0.8175223370585105,0.8175223370585105,0.05854759492183153,71406,13030,0,coverage_upper_bound
1095,saturation,medium,"[30,52,8,50.0,0.0,0.0]",1560,30,52,8,50.0,0.0,rejected,True,False,0.9983460060265358,0.9487881409771729,0.7542245205423673,0.7542245205423673,0.04838229361602882,147354,36216,0,coverage_upper_bound
1096,saturation,medium,"[30,52,7,50.0,0.0,0.0]",1560,30,52,7,50.0,0.0,rejected,True,False,0.9972857439591832,0.9481482654244517,0.7597068053018594,0.7597068053018594,0.047888324030841395,85404,20522,0,coverage_upper_bound
1097,saturation,medium,"[30,52,9,50.0,0.0,0.0]",1560,30,52,9,50.0,0.0,rejected,True,False,0.9974712639653502,0.9496250054634466,0.741042345276873,0.741042345276873,0.05012693081995265,92100,23850,0,coverage_upper_bound
1098,saturation,medium,"[39,40,38,50.0,0.0,0.0]",1560,39,40,38,50.0,0.0,verified,False,True,0.9999999999992907,0.9761389952001029,0.8110408463588276,0.8110408463588276,0.07088329982017261,251430,47510,0,coverage_pass
1099,saturation,medium,"[40,39,0,50.0,0.0,0.0]",1560,40,39,0,50.0,0.0,verified,False,True,0.9990243414438115,0.9687539921489291,0.811865189289012,0.8113033448673587,0.08607147156493561,251256,47270,174,coverage_pass
1100,saturation,medium,"[40,39,39,50.0,0.0,0.0]",1560,40,39,39,50.0,0.0,verified,False,True,0.9997553944229234,0.972246985173483,0.8126635644115658,0.8126635644115658,0.07726223438600612,251430,47102,0,coverage_pass
1101,saturation,medium,"[30,52,22,50.0,0.0,0.0]",1560,30,52,22,50.0,0.0,rejected,True,False,0.9974854670387251,0.9399844217746592,0.8235205411577156,0.8235205411577156,0.046540058682258814,92838,16384,0,coverage_upper_bound
1102,saturation,medium,"[39,40,0,50.0,0.0,0.0]",1560,39,40,0,50.0,0.0,verified,False,True,0.999132505021373,0.9725284355685956,0.8090351037826734,0.8082885892693792,0.07182347612409415,251198,47970,232,coverage_pass
1103,saturation,medium,"[40,39,37,50.0,0.0,0.0]",1560,40,39,37,50.0,0.0,verified,False,True,0.9998663616308123,0.9735128798326305,0.8123215209004494,0.8123215209004494,0.08432390240465794,251430,47188,0,coverage_pass
1104,saturation,medium,"[30,52,6,50.0,0.0,0.0]",1560,30,52,6,50.0,0.0,rejected,True,False,0.9989001581994481,0.9472811787069534,0.7801479924690223,0.7801479924690223,0.060176689718228205,228390,50212,0,coverage_upper_bound
1105,saturation,medium,"[39,40,3,50.0,0.0,0.0]",1560,39,40,3,50.0,0.0,rejected,True,False,0.9963891732611218,0.9631742357039841,0.79470329888056,0.7939429928741093,0.07551444672183251,60566,12434,58,coverage_upper_bound
1106,saturation,medium,"[39,40,26,50.0,0.0,0.0]",1560,39,40,26,50.0,0.0,verified,False,True,0.9990091206680026,0.9720360934256516,0.7459650797438651,0.7459650797438651,0.0955184829936491,251430,63872,0,coverage_pass
1107,saturation,medium,"[30,52,10,50.0,0.0,0.0]",1560,30,52,10,50.0,0.0,rejected,True,False,0.9977689992968481,0.9496464713166823,0.7929272936341872,0.7929272936341872,0.08492836119784034,106098,21970,0,coverage_upper_bound
1108,saturation,medium,"[30,52,5,50.0,0.0,0.0]",1560,30,52,5,50.0,0.0,rejected,True,False,0.9972015881566605,0.9445322810275903,0.7843237455589623,0.7843237455589623,0.04448272877608758,82188,17726,0,coverage_upper_bound
1109,saturation,medium,"[39,40,22,50.0,0.0,0.0]",1560,39,40,22,50.0,0.0,verified,False,True,0.9991286623245658,0.9513232876299278,0.761102493735831,0.761102493735831,0.07983254264574341,251430,60066,0,coverage_pass
1110,saturation,medium,"[40,39,3,50.0,0.0,0.0]",1560,40,39,3,50.0,0.0,rejected,True,False,0.9987393857334137,0.9601951337566813,0.8131265425515707,0.8131265425515707,0.06964620735857424,196914,36798,0,coverage_upper_bound
1111,saturation,medium,"[39,40,2,50.0,0.0,0.0]",1560,39,40,2,50.0,0.0,verified,False,True,0.9990838979083504,0.9624856365432733,0.8153005290330805,0.8139840114544804,0.07310417048777676,251024,46364,406,coverage_pass
1112,saturation,medium,"[39,40,24,50.0,0.0,0.0]",1560,39,40,24,50.0,0.0,verified,False,True,0.9992348940598172,0.9613316291911975,0.7506926092406447,0.7479218868074613,0.08756675143423384,250502,62452,928,coverage_pass
1113,saturation,medium,"[40,39,24,50.0,0.0,0.0]",1560,40,39,24,50.0,0.0,rejected,True,False,0.998348134091408,0.9396220104389433,0.7514427153132949,0.7458229841063019,0.08598188721346749,146252,36352,1102,coverage_upper_bound
1114,saturation,medium,"[39,40,5,50.0,0.0,0.0]",1560,39,40,5,50.0,0.0,rejected,True,False,0.9974911395116782,0.9498434574397371,0.8106378853486719,0.8106378853486719,0.06829044317550031,92838,17580,0,coverage_upper_bound
1115,saturation,medium,"[39,40,4,50.0,0.0,0.0]",1560,39,40,4,50.0,0.0,verified,False,True,0.9990721704306249,0.9520846517098126,0.8267289450070504,0.8208169271765501,0.07177999082088078,249632,43254,1798,coverage_pass
1116,saturation,medium,"[39,40,1,50.0,0.0,0.0]",1560,39,40,1,50.0,0.0,verified,False,True,0.9991012453924395,0.9704335294013444,0.8093362567271277,0.8074692757427515,0.08092897789096072,250850,47828,580,coverage_pass
1117,saturation,medium,"[39,40,25,50.0,0.0,0.0]",1560,39,40,25,50.0,0.0,verified,False,True,0.9991024133981335,0.9675816079051704,0.7501139298192313,0.7463071232549815,0.09024361253773665,250154,62510,1276,coverage_pass
1118,saturation,medium,"[39,40,34,50.0,0.0,0.0]",1560,39,40,34,50.0,0.0,verified,False,True,0.9999418698122847,0.9823011395510798,0.8083283617706718,0.8083283617706718,0.08427962093696792,251430,48192,0,coverage_pass
1119,saturation,medium,"[30,52,4,50.0,0.0,0.0]",1560,30,52,4,50.0,0.0,rejected,True,False,0.9980549192790286,0.9466109552579072,0.8003791192767571,0.8003791192767571,0.05607613433464551,123444,24642,0,coverage_upper_bound
1120,saturation,medium,"[40,39,6,50.0,0.0,0.0]",1560,40,39,6,50.0,0.0,rejected,True,False,0.9973674608828484,0.936999997514654,0.8182799402916523,0.8109055324184702,0.07813530279169081,87090,15826,792,coverage_upper_bound
1121,saturation,medium,"[39,40,32,50.0,0.0,0.0]",1560,39,40,32,50.0,0.0,verified,False,True,0.9999999999992907,0.9825107507488139,0.7815773774012648,0.7815773774012648,0.10274806260214243,251430,54918,0,coverage_pass
1122,saturation,medium,"[39,40,27,50.0,0.0,0.0]",1560,39,40,27,50.0,0.0,verified,False,True,0.9999069836713953,0.9748983045170632,0.7389981683523135,0.7381458059897387,0.09883976111022706,251140,65548,290,coverage_pass
1123,saturation,medium,"[40,39,2,50.0,0.0,0.0]",1560,40,39,2,50.0,0.0,verified,False,True,0.999357730961899,0.9579169849482176,0.8101656187333722,0.8066340532156068,0.08957422386175044,250334,47522,1096,coverage_pass
1124,saturation,medium,"[40,39,5,50.0,0.0,0.0]",1560,40,39,5,50.0,0.0,rejected,True,False,0.9988574158694749,0.9481776736728821,0.8180597669236108,0.8171940004379242,0.07120504400907739,218984,39842,232,coverage_upper_bound
1125,saturation,medium,"[39,40,33,50.0,0.0,0.0]",1560,39,40,33,50.0,0.0,verified,False,True,0.9998080858448333,0.982555978417638,0.8025693035835023,0.8025693035835023,0.08138465393317809,251430,49640,0,coverage_pass
1126,saturation,medium,"[39,40,21,50.0,0.0,0.0]",1560,39,40,21,50.0,0.0,rejected,True,False,0.9974270481238062,0.9421580588224755,0.767160041139382,0.7594510845506861,0.08454840239138904,89452,20828,908,coverage_upper_bound
1127,saturation,medium,"[40,39,25,50.0,0.0,0.0]",1560,40,39,25,50.0,0.0,rejected,True,False,0.9985840117487219,0.9471752563364395,0.7468357343397616,0.7465866086936517,0.09115613822709122,173816,44004,58,coverage_upper_bound
1128,saturation,medium,"[40,39,26,50.0,0.0,0.0]",1560,40,39,26,50.0,0.0,rejected,True,False,0.9989436426632924,0.952601710578034,0.7464333895446881,0.7457040331547559,0.09339484388642971,237200,60146,232,coverage_upper_bound
1129,saturation,medium,"[39,40,8,50.0,0.0,0.0]",1560,39,40,8,50.0,0.0,rejected,True,False,0.9967960652762733,0.9315054187829778,0.8113076856474934,0.7970681637745265,0.06219677438988285,69298,13076,1238,coverage_upper_bound
1130,saturation,medium,"[30,52,3,50.0,0.0,0.0]",1560,30,52,3,50.0,0.0,rejected,True,False,0.9967728147920477,0.9421425472481194,0.7938909424338806,0.7938909424338806,0.04420258284402791,69798,14386,0,coverage_upper_bound
1131,saturation,medium,"[40,39,23,50.0,0.0,0.0]",1560,40,39,23,50.0,0.0,rejected,True,False,0.9972784598209488,0.9294496056746618,0.7509044049842764,0.750194883424279,0.0852621900458379,84586,21070,80,coverage_upper_bound
1132,saturation,medium,"[39,40,23,50.0,0.0,0.0]",1560,39,40,23,50.0,0.0,rejected,True,False,0.9982352350751496,0.9557708696510433,0.7507060069424016,0.7426987383769154,0.08970468397429855,135976,33898,1466,coverage_upper_bound
1133,saturation,medium,"[40,39,35,50.0,0.0,0.0]",1560,40,39,35,50.0,0.0,verified,False,True,0.9996141393545218,0.9749593140565799,0.7966750188919381,0.7966750188919381,0.09236604859340697,251430,51122,0,coverage_pass
1134,saturation,medium,"[30,52,2,50.0,0.0,0.0]",1560,30,52,2,50.0,0.0,rejected,True,False,0.9972271538407352,0.9464811255776585,0.8118322359694186,0.8118322359694186,0.04326729224124203,82926,15604,0,coverage_upper_bound
1135,saturation,medium,"[40,39,27,50.0,0.0,0.0]",1560,40,39,27,50.0,0.0,verified,False,True,0.9991482781424547,0.9550170575987448,0.7407614112019135,0.7390526190192102,0.0967958689074822,250850,65030,580,coverage_pass
1136,saturation,medium,"[40,39,4,50.0,0.0,0.0]",1560,40,39,4,50.0,0.0,rejected,True,False,0.9982383475983794,0.9480668240484027,0.8076541045866199,0.804586662010157,0.0713005296060841,136920,26336,522,coverage_upper_bound
1137,saturation,medium,"[30,52,1,50.0,0.0,0.0]",1560,30,52,1,50.0,0.0,rejected,True,False,0.9973437277405721,0.9361212468472508,0.8139769882644742,0.8134352336362802,0.04232121932760162,87086,16200,58,coverage_upper_bound
1138,saturation,medium,"[39,40,7,50.0,0.0,0.0]",1560,39,40,7,50.0,0.0,rejected,True,False,0.9970214367944269,0.9369070437376636,0.8095125847934836,0.8095125847934836,0.0683990383713425,76362,14546,0,coverage_upper_bound
1139,saturation,medium,"[40,39,22,50.0,0.0,0.0]",1560,40,39,22,50.0,0.0,rejected,True,False,0.9937733217402396,0.9253255556963925,0.7372944440684848,0.7227197346600331,0.0808854597090696,29554,7764,596,coverage_upper_bound
1140,saturation,medium,"[39,40,9,50.0,0.0,0.0]",1560,39,40,9,50.0,0.0,rejected,True,False,0.9972692710154952,0.9234779723055495,0.8118472661972497,0.8116363120969456,0.06287839367639216,84644,15926,22,coverage_upper_bound
1141,saturation,medium,"[30,52,23,50.0,0.0,0.0]",1560,30,52,23,50.0,0.0,rejected,True,False,0.997206250263784,0.9411000191204449,0.8114809947924271,0.8114809947924271,0.04643244485979259,82188,15494,0,coverage_upper_bound
1142,saturation,medium,"[30,52,0,50.0,0.0,0.0]",1560,30,52,0,50.0,0.0,rejected,True,False,0.9975817133679834,0.9374911732866341,0.8208362092405513,0.8160231218680474,0.04289534699199011,95622,17132,564,coverage_upper_bound
1143,saturation,medium,"[40,39,36,50.0,0.0,0.0]",1560,40,39,36,50.0,0.0,verified,False,True,0.9994901042233154,0.9747077298757779,0.805814739688979,0.805814739688979,0.07857495948603636,251430,48824,0,coverage_pass
1144,saturation,medium,"[30,52,24,50.0,0.0,0.0]",1560,30,52,24,50.0,0.0,rejected,True,False,0.9968458704534899,0.9386574277301344,0.8047783099459429,0.8047783099459429,0.04439314500613569,71406,13940,0,coverage_upper_bound
1145,saturation,medium,"[39,40,20,50.0,0.0,0.0]",1560,39,40,20,50.0,0.0,rejected,True,False,0.9962128640369834,0.929897970361722,0.7696122796220541,0.7520251866001627,0.07789284389724856,55246,12728,1292,coverage_upper_bound
1146,saturation,medium,"[40,39,7,50.0,0.0,0.0]",1560,40,39,7,50.0,0.0,rejected,True,False,0.99596239544738,0.9353146843251386,0.787099478035585,0.7768001504042114,0.06896762397679805,52494,11176,696,coverage_upper_bound
1147,saturation,medium,"[30,52,29,50.0,0.0,0.0]",1560,30,52,29,50.0,0.0,rejected,True,False,0.996456674668985,0.9328646077632164,0.8051511033456287,0.7980245013148611,0.043403725234587694,61812,12044,552,coverage_upper_bound
